epoch,acc,loss,val_acc,val_loss
0,0.8728040223617964,0.3695346398436394,0.9106858540227171,0.2406388539846307
1,0.9138794041499381,0.23099227894765298,0.9173440392482497,0.2261139139323128
2,0.924907132939708,0.2054966702671495,0.9296548256606764,0.18918437872699329
3,0.9284604705268816,0.19587923166316953,0.9314450699718894,0.18555433695282694
4,0.9315260215381007,0.18705409586346847,0.9340809190428668,0.18016504651781912
5,0.9355408802658151,0.17831667562350023,0.9379432759185476,0.1741055302991156
6,0.9389366252660026,0.17106146787653084,0.9356121492835213,0.1791149521593364
7,0.9412254699622618,0.16425852848533565,0.9402820206144727,0.17062135238587778
8,0.9417920528296964,0.1628267030810311,0.9386593736430329,0.17384804364451917
9,0.943720685902968,0.15708940056690046,0.939101221175162,0.1729921282003221
10,0.9455217440246144,0.1528330919524616,0.9401068052138009,0.16716206403383072
11,0.9465723612622415,0.15000456881060012,0.9403734373452581,0.16739336272375582
12,0.9472327492401786,0.14744577308897475,0.940655305598513,0.1693156299778452
13,0.9486210648747199,0.14367640110318497,0.9419046675859127,0.16955710955587544
14,0.9487448876219249,0.14317974653136242,0.9409447919126666,0.17051268622629484
15,0.9504596450414619,0.13786351191603516,0.9412342782268202,0.17128407897462827
16,0.9504371318149413,0.13835269831472377,0.9416075632108603,0.17232757372522126
17,0.9513826873288057,0.13571480338766315,0.9396725757425705,0.1753987352428946
18,0.9523394994559303,0.13334196259449063,0.9399620620567241,0.17763223370316128
19,0.9527072154890999,0.13164147610416996,0.9401601316400924,0.1794009109631805
20,0.9534914262115581,0.12995765543181853,0.9392992907585304,0.18189841081670338
21,0.9537803459532476,0.12877634444277258,0.9412342782268202,0.17782637825025305
22,0.954530786835925,0.1264618881484879,0.9391088392360608,0.1874877834651362
23,0.9541518141908372,0.12656567398130095,0.9381489635628147,0.18979254796082992
24,0.9549923079809388,0.12531174464499084,0.9360082884502579,0.19990387590006936
25,0.9555776518709213,0.1239440938495867,0.9372195601331637,0.1924823715007357
26,0.956050429627406,0.122156284849748,0.9391850198450487,0.19355522474055503
27,0.9562267832338087,0.12166781805508521,0.9383241789634866,0.19468355376398944
28,0.9563581103885122,0.12133706188792673,0.9381184913192196,0.19087335955757362
29,0.9569997373443487,0.11881334337597604,0.938377505389778,0.19655948013284533
30,0.957247382837417,0.11874756208518891,0.9376994979697868,0.19728395564585596
31,0.9569434542793891,0.1193485322380422,0.937897567553155,0.20294937925238207
32,0.957281152675856,0.11785973478814973,0.9383165609025879,0.1983443645560228
33,0.9577576826385501,0.11698221595173566,0.9385679569122476,0.20017134496760874
34,0.9572924092904581,0.11978810219751684,0.937280504620354,0.1987392461696508
35,0.9584480882509534,0.11576948496874052,0.9380804010147257,0.20158635536918731
36,0.9580315935598753,0.11584512525836392,0.9372957407421515,0.20291199773608729
37,0.9583467787329526,0.11571366160623398,0.9368005667837309,0.20434563509551043
38,0.9581479118982402,0.11555067600889184,0.9369224557581113,0.20766890859691525
39,0.9585381411565884,0.11519464161442446,0.9366101152612614,0.20466098252685608
40,0.9590221755281227,0.11279659585057607,0.9366786778093504,0.20501352804662684
41,0.9590934674107627,0.11387719704070055,0.9353683713347605,0.20805856810001405
42,0.9593148474733376,0.1128932234922265,0.9376080812390014,0.20502768511538727
43,0.9591947769314473,0.11238867175002798,0.9356883298925092,0.2088976013318851
44,0.958872087349977,0.11428629187297483,0.9358026008059909,0.21112626641556287
45,0.9594799444660327,0.11239515696637033,0.9375623728736088,0.210144666316748
46,0.959494953285055,0.11172080264981311,0.9368691293318199,0.20631117776566862
47,0.9581441596938202,0.11578786431902677,0.9362749205817151,0.20923904785866346
48,0.9591685115009538,0.1122472122740194,0.9343018428089314,0.21415266055224885
49,0.959100971819603,0.11267320486925864,0.9355054964309385,0.21298203891383025
50,0.9592773254286894,0.11188129918623724,0.935764510501497,0.2127848842427039
51,0.9595062098969733,0.11239697753797302,0.9358940175367761,0.2118350920708619
52,0.9598964391566635,0.11135964521233403,0.935520732552736,0.21116152474339606
53,0.9593373606994109,0.11258087151874563,0.9364044276169944,0.20981954527557722
54,0.9600540317436493,0.11100439593482998,0.9359321078412701,0.2102577342683379
55,0.9594461746275937,0.11238471103350774,0.9349493779853276,0.21848677270205039
56,0.9596600502795393,0.1123039557084803,0.9355131144918373,0.2134634655634525
57,0.9580428501744775,0.11655247338761963,0.9346522736102753,0.21546318113179486
58,0.958414318412067,0.11526282555542884,0.9358787814149786,0.21269453924132528
59,0.9589583880516392,0.11322810615386446,0.9346522736102753,0.21605615075993675
60,0.9584630970695284,0.11444393489813144,0.935315044908469,0.2120459095018614
61,0.9574087276261393,0.11786283624730222,0.9348122528891496,0.21252613581774316
62,0.9549810513663366,0.12644341090863692,0.9345380026967935,0.20784942039464419
63,0.957596337847144,0.11789585944609127,0.9353607532738617,0.21083155358374614
64,0.9575363025764225,0.11784670915682503,0.9344465859660082,0.20811504119486426
65,0.9582379648043226,0.11592823603125799,0.9357188021361043,0.2102785686999746
66,0.9583280177104049,0.11473486733120059,0.935970198145764,0.20855873242047623
67,0.9588983527822595,0.11324106148712809,0.9363053928253102,0.21161620792362806
68,0.9581178942628794,0.11582761671988737,0.9349798502289227,0.2102984195841658
69,0.9584143184107252,0.11499871845015999,0.9346827458538703,0.2189593930834823
70,0.9563243405487313,0.12316931261202133,0.9350484127770118,0.20914768298233985
71,0.9572136129976361,0.11923101828691643,0.9347208361583642,0.20897178611225073
72,0.9572811526771978,0.11798030095381994,0.9366253513830589,0.2086261632219983
